revenue_rank,customer_id,customer_name,amount,customer_pct,cumulative_pct,pareto_group
3239,C004675,Tracy Cameron,61.18,54.0,92.3,Bottom 80%
3240,C004218,Robin Davis,61.129999999999995,54.0,92.3,Bottom 80%
3241,C002798,Deanna Farley,61.11,54.0,92.3,Bottom 80%
3242,C001876,Keith Lozano,61.11,54.0,92.3,Bottom 80%
3243,C002410,Sean Holmes,61.06,54.0,92.3,Bottom 80%
3244,C002178,Jared Deleon,61.05,54.1,92.3,Bottom 80%
3245,C004272,Steven White,61.02,54.1,92.3,Bottom 80%
3246,C004476,Andrew Fitzgerald,61.019999999999996,54.1,92.3,Bottom 80%
3247,C001839,Linda Diaz,61.019999999999996,54.1,92.3,Bottom 80%
3248,C001105,Catherine Glass,60.99,54.1,92.3,Bottom 80%
3249,C002074,William Price,60.95,54.2,92.4,Bottom 80%
3250,C003315,Joe Hanna,60.940000000000005,54.2,92.4,Bottom 80%
3251,C002782,Emily Barnett,60.89,54.2,92.4,Bottom 80%
3252,C001431,Carol Zimmerman,60.76,54.2,92.4,Bottom 80%
3253,C001061,Christopher Robertson,60.74,54.2,92.4,Bottom 80%
3254,C001931,Brian Wallace,60.69,54.2,92.4,Bottom 80%
3255,C003244,Beth Henderson,60.65,54.2,92.4,Bottom 80%
3256,C002185,Olivia Ward,60.620000000000005,54.3,92.4,Bottom 80%
3257,C000382,Patrick Stewart,60.62,54.3,92.4,Bottom 80%
3258,C001558,Tracy Johnson,60.6,54.3,92.4,Bottom 80%
3259,C003607,Lindsey Patel,60.6,54.3,92.4,Bottom 80%
3260,C002578,Michael Gray,60.58,54.3,92.4,Bottom 80%
3261,C003633,Richard Martin,60.57,54.4,92.4,Bottom 80%
3262,C000404,William Smith,60.519999999999996,54.4,92.4,Bottom 80%
3263,C002101,Frederick Jones,60.519999999999996,54.4,92.4,Bottom 80%
3264,C004027,Matthew Holt,60.5,54.4,92.4,Bottom 80%
3265,C003906,Ashley Casey,60.45,54.4,92.4,Bottom 80%
3266,C003443,Michael Matthews,60.43,54.4,92.4,Bottom 80%
3267,C002319,Michelle Jackson,60.41,54.4,92.5,Bottom 80%
3268,C000476,Nicole Jimenez,60.41,54.5,92.5,Bottom 80%
3269,C002518,Edwin Daniel,60.4,54.5,92.5,Bottom 80%
3270,C000157,Kelly Oconnell,60.370000000000005,54.5,92.5,Bottom 80%
3271,C003818,Justin Smith,60.36,54.5,92.5,Bottom 80%
3272,C001172,James Griffin,60.32,54.5,92.5,Bottom 80%
3273,C004044,Andrea Patel,60.29,54.6,92.5,Bottom 80%
3274,C000530,Elizabeth Warner,60.27,54.6,92.5,Bottom 80%
3275,C005152,Andrew Wilkins,60.24,54.6,92.5,Bottom 80%
3276,C004694,Diane Taylor,60.21,54.6,92.5,Bottom 80%
3277,C002694,Corey Friedman,60.19,54.6,92.5,Bottom 80%
3278,C000258,Katherine Mcclain,60.18,54.6,92.5,Bottom 80%
3279,C001091,Paul Larson,60.1,54.6,92.5,Bottom 80%
3280,C002080,Eric Chambers,60.03,54.7,92.5,Bottom 80%
3281,C005422,Daniel Adams,60.0,54.7,92.5,Bottom 80%
3282,C003693,John Kidd,60.0,54.7,92.5,Bottom 80%
3283,C002989,Cody Curtis,60.0,54.7,92.5,Bottom 80%
3284,C000676,Maureen Bennett,60.0,54.7,92.5,Bottom 80%
3285,C005682,Zachary Ayers,60.0,54.8,92.6,Bottom 80%
3286,C003753,Nathaniel Blankenship,60.0,54.8,92.6,Bottom 80%
3287,C002325,Jacob Lara,60.0,54.8,92.6,Bottom 80%
3288,C004452,Kelly Garrett,60.0,54.8,92.6,Bottom 80%
3289,C004555,Pamela Valenzuela,60.0,54.8,92.6,Bottom 80%
3290,C003617,Jennifer Mccarty,60.0,54.8,92.6,Bottom 80%
3291,C000551,Lisa Fox,59.98,54.8,92.6,Bottom 80%
3292,C002458,Cynthia Harrison,59.94,54.9,92.6,Bottom 80%
3293,C005206,Joseph Raymond,59.89,54.9,92.6,Bottom 80%
3294,C001338,Adam Avila,59.84,54.9,92.6,Bottom 80%
3295,C002048,Kimberly Wheeler,59.769999999999996,54.9,92.6,Bottom 80%
3296,C001111,Aaron Hall,59.69,54.9,92.6,Bottom 80%
3297,C000454,Joanne Guzman,59.67,55.0,92.6,Bottom 80%
3298,C003819,Kimberly Hansen,59.58,55.0,92.6,Bottom 80%
3299,C001777,Ashley Summers,59.46,55.0,92.6,Bottom 80%
3300,C003701,Scott Weber II,59.42,55.0,92.6,Bottom 80%
3301,C004039,Grace Hernandez,59.4,55.0,92.6,Bottom 80%
3302,C003917,Lori Spencer,59.269999999999996,55.0,92.6,Bottom 80%
3303,C002371,Jennifer Reed,59.22,55.0,92.6,Bottom 80%
3304,C001579,Deborah Thompson,59.17,55.1,92.7,Bottom 80%
3305,C005335,Kyle Cuevas,59.17,55.1,92.7,Bottom 80%
3306,C005303,Nicole Ibarra,59.15,55.1,92.7,Bottom 80%
3307,C003032,Robert Cuevas,59.14,55.1,92.7,Bottom 80%
3308,C003403,Karen Lopez,59.11,55.1,92.7,Bottom 80%
3309,C001007,Gina Bailey,59.07,55.2,92.7,Bottom 80%
3310,C004034,Don Parker,59.06,55.2,92.7,Bottom 80%
3311,C005169,Aaron Davis,59.03,55.2,92.7,Bottom 80%
3312,C001025,James Smith,59.03,55.2,92.7,Bottom 80%
3313,C004495,Linda Hughes,58.97,55.2,92.7,Bottom 80%
3314,C000403,Samantha Lang,58.94,55.2,92.7,Bottom 80%
3315,C000314,Mrs. Valerie Duncan,58.83,55.2,92.7,Bottom 80%
3316,C000782,Preston Anderson,58.83,55.3,92.7,Bottom 80%
3317,C003056,Daniel Hill,58.7,55.3,92.7,Bottom 80%
3318,C004206,Sean Jones,58.7,55.3,92.7,Bottom 80%
3319,C002588,Kyle Baker,58.7,55.3,92.7,Bottom 80%
3320,C001352,Timothy Macias,58.69,55.3,92.7,Bottom 80%
3321,C004077,Travis Duke,58.620000000000005,55.4,92.7,Bottom 80%
3322,C000305,Andrew Pearson,58.470000000000006,55.4,92.7,Bottom 80%
3323,C001016,Patricia Smith,58.4,55.4,92.8,Bottom 80%
3324,C002807,Michelle Skinner,58.39,55.4,92.8,Bottom 80%
3325,C002279,Angela Wagner,58.29,55.4,92.8,Bottom 80%
3326,C003766,John Pugh,58.2,55.4,92.8,Bottom 80%
3327,C000351,James Long,58.19,55.4,92.8,Bottom 80%
3328,C004595,Roberto Williams,58.15,55.5,92.8,Bottom 80%
3329,C000781,Sara Lewis,58.15,55.5,92.8,Bottom 80%
3330,C004353,Destiny Hawkins,58.120000000000005,55.5,92.8,Bottom 80%
3331,C001834,Kimberly Johnson,58.08,55.5,92.8,Bottom 80%
3332,C000491,Anthony Boyle,58.07,55.5,92.8,Bottom 80%
3333,C000293,Marcus Romero,58.05,55.6,92.8,Bottom 80%
3334,C003651,Jeffery Riley,58.019999999999996,55.6,92.8,Bottom 80%
3335,C004207,Belinda Smith,58.010000000000005,55.6,92.8,Bottom 80%
3336,C003624,Jessica Vega,58.0,55.6,92.8,Bottom 80%
3337,C005279,Carol Pena,58.0,55.6,92.8,Bottom 80%
3338,C005161,Jacqueline Velasquez,58.0,55.6,92.8,Bottom 80%
3339,C004303,Laura Johnson,58.0,55.6,92.8,Bottom 80%
3340,C002370,Andrew Sims,58.0,55.7,92.8,Bottom 80%
3341,C004668,Eric Fitzgerald,58.0,55.7,92.8,Bottom 80%
3342,C005780,Maria Bell,58.0,55.7,92.9,Bottom 80%
3343,C005779,Misty Moore,58.0,55.7,92.9,Bottom 80%
3344,C002711,Tonya Walker,58.0,55.7,92.9,Bottom 80%
3345,C005050,Pamela Jenkins,58.0,55.8,92.9,Bottom 80%
3346,C004526,Sean Robinson,58.0,55.8,92.9,Bottom 80%
3347,C005750,Katelyn Boyd,58.0,55.8,92.9,Bottom 80%
3348,C005400,James Ingram,58.0,55.8,92.9,Bottom 80%
3349,C005308,Donald Lee,58.0,55.8,92.9,Bottom 80%
3350,C005506,Melissa Gross,58.0,55.8,92.9,Bottom 80%
3351,C000812,Mr. William Newton,58.0,55.8,92.9,Bottom 80%
3352,C005940,Ryan Briggs,58.0,55.9,92.9,Bottom 80%
3353,C001642,Dr. John Carlson,58.0,55.9,92.9,Bottom 80%
3354,C002381,Brian Moore,57.98,55.9,92.9,Bottom 80%
3355,C000809,Lisa Peters,57.92,55.9,92.9,Bottom 80%
3356,C001936,Angela Garcia,57.89,55.9,92.9,Bottom 80%
3357,C001201,John Jackson,57.86,56.0,92.9,Bottom 80%
3358,C001945,Amanda Davis,57.86,56.0,92.9,Bottom 80%
3359,C004825,Jose Bishop,57.84,56.0,92.9,Bottom 80%
3360,C003201,Taylor Calhoun,57.82,56.0,92.9,Bottom 80%
3361,C000574,Alexander Day,57.81,56.0,93.0,Bottom 80%
3362,C001363,Troy Price,57.8,56.0,93.0,Bottom 80%
3363,C003396,Edward Dudley,57.8,56.0,93.0,Bottom 80%
3364,C002701,Melissa Cooper,57.76,56.1,93.0,Bottom 80%
3365,C005085,Jill Duarte,57.739999999999995,56.1,93.0,Bottom 80%
3366,C002104,Jane May,57.69,56.1,93.0,Bottom 80%
3367,C003004,Krystal Schmitt,57.69,56.1,93.0,Bottom 80%
3368,C004855,Daniel Pena,57.68,56.1,93.0,Bottom 80%
3369,C002064,Kara Conway,57.65,56.2,93.0,Bottom 80%
3370,C000878,Angelica Howell,57.64,56.2,93.0,Bottom 80%
3371,C003931,Jasmine Rodriguez,57.6,56.2,93.0,Bottom 80%
3372,C004445,Dr. April Martinez,57.6,56.2,93.0,Bottom 80%
3373,C004253,Jeremy Chapman,57.6,56.2,93.0,Bottom 80%
3374,C003040,Shannon Avila,57.53,56.2,93.0,Bottom 80%
3375,C003835,Ronald Cooper,57.489999999999995,56.2,93.0,Bottom 80%
3376,C002409,William Bass,57.43,56.3,93.0,Bottom 80%
3377,C003894,Jose Gonzalez,57.43,56.3,93.0,Bottom 80%
3378,C001477,Matthew Flores,57.42,56.3,93.0,Bottom 80%
3379,C004348,Maria Kirby,57.34,56.3,93.0,Bottom 80%
3380,C001041,Michele Castillo,57.34,56.3,93.1,Bottom 80%
3381,C000171,Jessica Johnson,57.34,56.4,93.1,Bottom 80%
3382,C004002,Brandon Martin,57.32,56.4,93.1,Bottom 80%
3383,C003784,Todd Wilson,57.3,56.4,93.1,Bottom 80%
3384,C001313,Ryan Hunter,57.23,56.4,93.1,Bottom 80%
3385,C000786,Scott Castillo,57.209999999999994,56.4,93.1,Bottom 80%
3386,C004704,Joseph Johnson,57.16,56.4,93.1,Bottom 80%
3387,C002699,Wesley Brown MD,57.11,56.4,93.1,Bottom 80%
3388,C003064,Patrick Sullivan,57.1,56.5,93.1,Bottom 80%
3389,C002057,Robert Bryant,57.080000000000005,56.5,93.1,Bottom 80%
3390,C000790,Heather Martinez,57.06,56.5,93.1,Bottom 80%
3391,C001229,Mary Bryant,56.97,56.5,93.1,Bottom 80%
3392,C003226,Stephanie Brown,56.96,56.5,93.1,Bottom 80%
3393,C004259,Mary Powell,56.91,56.6,93.1,Bottom 80%
3394,C001351,Jackie Johnston,56.879999999999995,56.6,93.1,Bottom 80%
3395,C005698,Andrew Mcgee,56.86,56.6,93.1,Bottom 80%
3396,C002723,Krista Lucero,56.730000000000004,56.6,93.1,Bottom 80%
3397,C002329,Catherine Hill,56.7,56.6,93.1,Bottom 80%
3398,C002121,Stephanie Perkins,56.63,56.6,93.1,Bottom 80%
3399,C000852,Kristi Brown,56.62,56.6,93.1,Bottom 80%
3400,C004023,Amber Curry,56.54,56.7,93.2,Bottom 80%
3401,C002804,April Munoz,56.53,56.7,93.2,Bottom 80%
3402,C002277,Bethany James,56.52,56.7,93.2,Bottom 80%
3403,C001154,Lisa Morales,56.480000000000004,56.7,93.2,Bottom 80%
3404,C001343,Todd Saunders,56.44,56.7,93.2,Bottom 80%
3405,C000342,Victoria Franklin,56.4,56.8,93.2,Bottom 80%
3406,C005580,Patrick Hudson,56.38,56.8,93.2,Bottom 80%
3407,C004576,Lindsay Jones,56.38,56.8,93.2,Bottom 80%
3408,C003369,Mary Mccormick,56.38,56.8,93.2,Bottom 80%
3409,C001045,Adam Goodman,56.28,56.8,93.2,Bottom 80%
3410,C002186,David Cabrera,56.269999999999996,56.8,93.2,Bottom 80%
3411,C001282,Mark Wilson,56.260000000000005,56.8,93.2,Bottom 80%
3412,C003343,Sean Washington,56.26,56.9,93.2,Bottom 80%
3413,C000797,Christina Parker,56.26,56.9,93.2,Bottom 80%
3414,C000801,Shannon Lowe,56.230000000000004,56.9,93.2,Bottom 80%
3415,C001044,Luis Downs,56.21,56.9,93.2,Bottom 80%
3416,C001317,Andrew Chang,56.17,56.9,93.2,Bottom 80%
3417,C002098,David Ryan,56.14,57.0,93.2,Bottom 80%
3418,C001054,James Hill,56.019999999999996,57.0,93.2,Bottom 80%
3419,C002560,Megan Johnson PhD,56.0,57.0,93.2,Bottom 80%
3420,C004069,Diana Williams,56.0,57.0,93.3,Bottom 80%
3421,C005653,Richard Martin,56.0,57.0,93.3,Bottom 80%
3422,C003986,Joshua Hoffman,56.0,57.0,93.3,Bottom 80%
3423,C005601,Eric Mcclain DDS,56.0,57.0,93.3,Bottom 80%
3424,C005907,Maria Diaz,56.0,57.1,93.3,Bottom 80%
3425,C001465,Ashley Warren,56.0,57.1,93.3,Bottom 80%
3426,C004969,Lori Hooper,55.94,57.1,93.3,Bottom 80%
3427,C002483,Tracy Gutierrez,55.89,57.1,93.3,Bottom 80%
3428,C002891,Lori Allen,55.86,57.1,93.3,Bottom 80%
3429,C003007,Mr. Joseph Patel,55.86,57.2,93.3,Bottom 80%
3430,C002287,Michelle Moore,55.84,57.2,93.3,Bottom 80%
3431,C005561,Tyler Dean,55.82,57.2,93.3,Bottom 80%
3432,C003015,Marissa Lee,55.78,57.2,93.3,Bottom 80%
3433,C003447,Bill Stokes,55.74,57.2,93.3,Bottom 80%
3434,C002970,Travis Hernandez,55.730000000000004,57.2,93.3,Bottom 80%
3435,C003087,Amanda Brown,55.72,57.2,93.3,Bottom 80%
3436,C005372,Brian Ramos,55.629999999999995,57.3,93.3,Bottom 80%
3437,C003160,Dana Jackson DVM,55.56,57.3,93.3,Bottom 80%
3438,C002079,Lisa Stewart,55.56,57.3,93.3,Bottom 80%
3439,C000438,Zachary Torres,55.45,57.3,93.3,Bottom 80%
3440,C004366,Brian Ford,55.43,57.3,93.4,Bottom 80%
3441,C003478,Derek Stuart,55.4,57.4,93.4,Bottom 80%
3442,C004556,Christian Holloway,55.379999999999995,57.4,93.4,Bottom 80%
3443,C002029,Annette Jackson,55.32,57.4,93.4,Bottom 80%
3444,C003232,Kathleen Nelson,55.28,57.4,93.4,Bottom 80%
3445,C000273,Matthew Gardner,55.24,57.4,93.4,Bottom 80%
3446,C003751,Adam Sellers,55.24,57.4,93.4,Bottom 80%
3447,C000898,Lawrence Snyder,55.18,57.4,93.4,Bottom 80%
3448,C005849,Michael Sawyer,55.15,57.5,93.4,Bottom 80%
3449,C002574,Angela Walker,55.14,57.5,93.4,Bottom 80%
3450,C004189,Lawrence Mcintyre,55.129999999999995,57.5,93.4,Bottom 80%
3451,C004198,Margaret Glass,55.099999999999994,57.5,93.4,Bottom 80%
3452,C001845,Natalie Morris,55.08,57.5,93.4,Bottom 80%
3453,C001666,Elizabeth Baldwin,55.06,57.6,93.4,Bottom 80%
3454,C004649,Denise Christensen,55.040000000000006,57.6,93.4,Bottom 80%
3455,C003081,Jeffrey Hicks,55.02,57.6,93.4,Bottom 80%
3456,C001150,James Mckenzie,55.01,57.6,93.4,Bottom 80%
3457,C004709,Christina Savage,55.0,57.6,93.4,Bottom 80%
3458,C003833,Carmen Dunn,55.0,57.6,93.4,Bottom 80%
3459,C005962,Mathew Arnold,55.0,57.6,93.4,Bottom 80%
3460,C002585,Kelsey Mills,55.0,57.7,93.5,Bottom 80%
3461,C001496,David Burns,55.0,57.7,93.5,Bottom 80%
3462,C004497,Brandon Pugh,55.0,57.7,93.5,Bottom 80%
3463,C003914,Joshua Brown,55.0,57.7,93.5,Bottom 80%
3464,C005727,Debra Jones,55.0,57.7,93.5,Bottom 80%
3465,C004159,Michelle Turner,55.0,57.8,93.5,Bottom 80%
3466,C005410,Joshua Robinson,55.0,57.8,93.5,Bottom 80%
3467,C003647,Kayla Rice,55.0,57.8,93.5,Bottom 80%
3468,C005578,David Booth,55.0,57.8,93.5,Bottom 80%
3469,C003372,Jasmine Willis,55.0,57.8,93.5,Bottom 80%
3470,C002453,James Ramirez,55.0,57.8,93.5,Bottom 80%
3471,C004305,Lisa Spencer,55.0,57.8,93.5,Bottom 80%
3472,C005734,Daniel Jordan,55.0,57.9,93.5,Bottom 80%
3473,C003149,Marie Herrera,55.0,57.9,93.5,Bottom 80%
3474,C005740,Joseph Ward,55.0,57.9,93.5,Bottom 80%
3475,C001786,Perry Pugh,54.97,57.9,93.5,Bottom 80%
3476,C003774,Frank Baker,54.95,57.9,93.5,Bottom 80%
3477,C002060,Carol Romero,54.95,58.0,93.5,Bottom 80%
3478,C002801,Luke Mitchell,54.91,58.0,93.5,Bottom 80%
3479,C003493,Pamela Bryant,54.870000000000005,58.0,93.5,Bottom 80%
3480,C002432,Shane Knight,54.86,58.0,93.6,Bottom 80%
3481,C001356,Angela Odonnell,54.84,58.0,93.6,Bottom 80%
3482,C002033,Devin Roberts,54.83,58.0,93.6,Bottom 80%
3483,C002091,Stacy Smith,54.71,58.0,93.6,Bottom 80%
3484,C002996,Stephanie James,54.650000000000006,58.1,93.6,Bottom 80%
3485,C003185,Samantha George,54.53,58.1,93.6,Bottom 80%
3486,C003388,Thomas Barnes,54.519999999999996,58.1,93.6,Bottom 80%
3487,C000306,Crystal Alexander,54.5,58.1,93.6,Bottom 80%
3488,C003564,Charles Reyes,54.47,58.1,93.6,Bottom 80%
3489,C002752,Veronica Weaver,54.41,58.2,93.6,Bottom 80%
3490,C002626,Victor Allen,54.4,58.2,93.6,Bottom 80%
3491,C003339,Mark Harris,54.34,58.2,93.6,Bottom 80%
3492,C001027,Jonathan Jones,54.31,58.2,93.6,Bottom 80%
3493,C003390,Joshua Yang,54.28,58.2,93.6,Bottom 80%
3494,C004717,Ronald Frank,54.26,58.2,93.6,Bottom 80%
3495,C002631,Megan Andrews,54.18,58.2,93.6,Bottom 80%
3496,C003692,Lynn Hunter,54.15,58.3,93.6,Bottom 80%
3497,C004321,Jason Rivera,54.13,58.3,93.6,Bottom 80%
3498,C004155,Ashley Gomez,54.13,58.3,93.6,Bottom 80%
3499,C001089,Devon Stark,54.08,58.3,93.6,Bottom 80%
3500,C002784,Anita Robinson,54.07,58.3,93.7,Bottom 80%
3501,C001875,Wendy Klein,54.07,58.4,93.7,Bottom 80%
3502,C002535,Theodore Gregory,54.07,58.4,93.7,Bottom 80%
3503,C005947,Jennifer Smith,54.0,58.4,93.7,Bottom 80%
3504,C004970,Margaret Griffin,53.99,58.4,93.7,Bottom 80%
3505,C000895,Patricia Mitchell,53.97,58.4,93.7,Bottom 80%
3506,C002984,Suzanne Johnson,53.94,58.4,93.7,Bottom 80%
3507,C001664,Amy Wood,53.93,58.4,93.7,Bottom 80%
3508,C002696,Mathew Ruiz,53.870000000000005,58.5,93.7,Bottom 80%
3509,C003432,Heather White,53.870000000000005,58.5,93.7,Bottom 80%
3510,C000505,Cynthia Black,53.87,58.5,93.7,Bottom 80%
3511,C000654,Cesar Coffey DVM,53.81,58.5,93.7,Bottom 80%
3512,C002099,Jennifer Jensen,53.8,58.5,93.7,Bottom 80%
3513,C000135,William Cooke,53.71,58.6,93.7,Bottom 80%
3514,C003406,Mandy Turner,53.64,58.6,93.7,Bottom 80%
3515,C000096,Jose Pollard,53.620000000000005,58.6,93.7,Bottom 80%
3516,C001811,Joy Shaw,53.550000000000004,58.6,93.7,Bottom 80%
3517,C002208,Sara Burton,53.46,58.6,93.7,Bottom 80%
3518,C001390,Ruth Galloway,53.459999999999994,58.6,93.7,Bottom 80%
3519,C000760,Ronald Turner,53.42,58.6,93.7,Bottom 80%
3520,C002190,Tammy Brown,53.4,58.7,93.7,Bottom 80%
3521,C001095,Keith Brady,53.22,58.7,93.8,Bottom 80%
3522,C001733,Reginald Brown,53.18,58.7,93.8,Bottom 80%
3523,C001806,Courtney Myers,53.14,58.7,93.8,Bottom 80%
3524,C002926,Charles Daniels,53.129999999999995,58.7,93.8,Bottom 80%
3525,C004181,Jeffrey Smith,53.06,58.8,93.8,Bottom 80%
3526,C000632,Tyler Miller,53.050000000000004,58.8,93.8,Bottom 80%
3527,C003698,Janet Barry,53.04,58.8,93.8,Bottom 80%
3528,C005299,Audrey Caldwell,53.0,58.8,93.8,Bottom 80%
3529,C004282,Mark Jarvis,53.0,58.8,93.8,Bottom 80%
3530,C005312,Debra Wong,53.0,58.8,93.8,Bottom 80%
3531,C005471,John Mcguire,53.0,58.8,93.8,Bottom 80%
3532,C005449,Matthew Hernandez,53.0,58.9,93.8,Bottom 80%
3533,C002268,Vanessa Hoffman,53.0,58.9,93.8,Bottom 80%
3534,C005582,Alec Blackburn,53.0,58.9,93.8,Bottom 80%
3535,C005668,Jerry Blair,53.0,58.9,93.8,Bottom 80%
3536,C004606,Dale Arellano,53.0,58.9,93.8,Bottom 80%
3537,C005127,Deborah Hardy,53.0,59.0,93.8,Bottom 80%
3538,C005003,Rachel Johnson,53.0,59.0,93.8,Bottom 80%
3539,C004496,Lisa Lane,53.0,59.0,93.8,Bottom 80%
3540,C001441,Joyce Wheeler,52.96,59.0,93.8,Bottom 80%
3541,C005932,Alexis Curtis,52.92,59.0,93.8,Bottom 80%
3542,C002498,David Rhodes,52.86,59.0,93.9,Bottom 80%
3543,C002514,Robert Richardson,52.85,59.0,93.9,Bottom 80%
3544,C000994,Stephanie Fisher,52.83,59.1,93.9,Bottom 80%
3545,C004018,Lisa Rogers,52.82,59.1,93.9,Bottom 80%
3546,C004438,Stephanie Kelly,52.82,59.1,93.9,Bottom 80%
3547,C001543,David Russo,52.81,59.1,93.9,Bottom 80%
3548,C003857,Stephanie Adams,52.81,59.1,93.9,Bottom 80%
3549,C003657,Jon Butler,52.79,59.2,93.9,Bottom 80%
3550,C003927,Miguel Hernandez,52.79,59.2,93.9,Bottom 80%
3551,C000596,Lori Deleon,52.769999999999996,59.2,93.9,Bottom 80%
3552,C002502,Matthew Ali,52.71,59.2,93.9,Bottom 80%
3553,C004609,Tristan Rice,52.7,59.2,93.9,Bottom 80%
3554,C002964,Mercedes Herrera,52.67,59.2,93.9,Bottom 80%
3555,C001538,Lisa Graham,52.67,59.2,93.9,Bottom 80%
3556,C003710,Brett Johnson,52.57,59.3,93.9,Bottom 80%
3557,C005083,Michael Dougherty,52.5,59.3,93.9,Bottom 80%
3558,C001361,Sheri Strong,52.46,59.3,93.9,Bottom 80%
3559,C003011,Jeremy Lowe,52.45,59.3,93.9,Bottom 80%
3560,C003070,Mary Johnson,52.45,59.3,93.9,Bottom 80%
3561,C003863,Michelle Hanson,52.44,59.4,93.9,Bottom 80%
3562,C002706,Alyssa Mccullough MD,52.43,59.4,93.9,Bottom 80%
3563,C004641,Edwin West,52.43,59.4,94.0,Bottom 80%
3564,C002521,Kimberly Carpenter,52.42,59.4,94.0,Bottom 80%
3565,C003068,Sheila Burnett,52.42,59.4,94.0,Bottom 80%
3566,C001901,Juan Davis MD,52.35,59.4,94.0,Bottom 80%
3567,C001701,Christian Lee,52.31,59.4,94.0,Bottom 80%
3568,C001546,Christopher Page,52.27,59.5,94.0,Bottom 80%
3569,C002947,Elizabeth Wheeler,52.22,59.5,94.0,Bottom 80%
3570,C004516,Jose Johnston MD,52.2,59.5,94.0,Bottom 80%
3571,C003650,Jason Jacobs,52.16,59.5,94.0,Bottom 80%
3572,C004830,Kayla Duran,52.14,59.5,94.0,Bottom 80%
3573,C005041,Benjamin Thomas,52.129999999999995,59.6,94.0,Bottom 80%
3574,C000339,Andrew Thomas,52.06999999999999,59.6,94.0,Bottom 80%
3575,C004043,Brenda Reid,52.0,59.6,94.0,Bottom 80%
3576,C005553,Sean Sandoval,52.0,59.6,94.0,Bottom 80%
3577,C004403,Jeremy Jackson,51.91,59.6,94.0,Bottom 80%
3578,C001782,Abigail Hubbard PhD,51.870000000000005,59.6,94.0,Bottom 80%
3579,C003461,John Butler,51.84,59.6,94.0,Bottom 80%
3580,C000221,Gregory Adkins,51.84,59.7,94.0,Bottom 80%
3581,C002428,Jose Jones,51.830000000000005,59.7,94.0,Bottom 80%
3582,C004715,Brittany Munoz,51.81,59.7,94.0,Bottom 80%
3583,C002674,Robert Mendez DVM,51.79,59.7,94.0,Bottom 80%
3584,C001472,Brian Roberts,51.7,59.7,94.1,Bottom 80%
3585,C000278,Mallory Atkinson,51.449999999999996,59.8,94.1,Bottom 80%
3586,C005822,Jackson Bell,51.43,59.8,94.1,Bottom 80%
3587,C003177,Sharon Taylor,51.39,59.8,94.1,Bottom 80%
3588,C001767,William Mahoney,51.32,59.8,94.1,Bottom 80%
3589,C001062,Holly Anderson,51.26,59.8,94.1,Bottom 80%
3590,C002655,Christopher King,51.16,59.8,94.1,Bottom 80%
3591,C003529,Craig Khan,51.15,59.8,94.1,Bottom 80%
3592,C001550,Keith Willis,51.15,59.9,94.1,Bottom 80%
3593,C004993,Kyle Roberts,51.1,59.9,94.1,Bottom 80%
3594,C003445,Matthew Weeks,51.1,59.9,94.1,Bottom 80%
3595,C002022,Christopher Austin,51.08,59.9,94.1,Bottom 80%
3596,C002922,Christopher Arroyo,51.07,59.9,94.1,Bottom 80%
3597,C002954,Christian Brooks,51.02,60.0,94.1,Bottom 80%
3598,C004270,Michelle White,51.0,60.0,94.1,Bottom 80%
3599,C005459,Jason Mcmillan,51.0,60.0,94.1,Bottom 80%
3600,C004314,Harry Nguyen,51.0,60.0,94.1,Bottom 80%
3601,C004288,Michael Washington,51.0,60.0,94.1,Bottom 80%
3602,C005575,Jacob Scott,51.0,60.0,94.1,Bottom 80%
3603,C005686,Victoria Mccormick,50.99,60.0,94.1,Bottom 80%
3604,C003289,Thomas Barton,50.93,60.1,94.1,Bottom 80%
3605,C000552,Adriana Brady,50.93,60.1,94.1,Bottom 80%
3606,C002501,Christopher Wright,50.9,60.1,94.2,Bottom 80%
3607,C005139,Ashley Moore,50.87,60.1,94.2,Bottom 80%
3608,C002931,Elizabeth Sweeney,50.85,60.1,94.2,Bottom 80%
3609,C000188,Jeremy King,50.8,60.2,94.2,Bottom 80%
3610,C004354,Michael Lopez,50.769999999999996,60.2,94.2,Bottom 80%
3611,C003278,Ashley Weber,50.730000000000004,60.2,94.2,Bottom 80%
3612,C002746,Timothy Schwartz,50.68,60.2,94.2,Bottom 80%
3613,C001854,Priscilla Pace,50.64,60.2,94.2,Bottom 80%
3614,C001135,John Watson,50.51,60.2,94.2,Bottom 80%
3615,C000204,Michael Jones,50.42,60.2,94.2,Bottom 80%
3616,C004038,Brenda Riley,50.42,60.3,94.2,Bottom 80%
3617,C002097,Eddie Curtis,50.42,60.3,94.2,Bottom 80%
3618,C005197,Jennifer Carter,50.370000000000005,60.3,94.2,Bottom 80%
3619,C003370,Michael Hernandez,50.32,60.3,94.2,Bottom 80%
3620,C004129,Lee Garrett,50.23,60.3,94.2,Bottom 80%
3621,C000579,Teresa Patterson,50.129999999999995,60.4,94.2,Bottom 80%
3622,C000463,Martin Kelly,50.09,60.4,94.2,Bottom 80%
3623,C000798,Amanda Paul,50.07,60.4,94.2,Bottom 80%
3624,C002094,Danielle Carlson,50.05,60.4,94.2,Bottom 80%
3625,C002056,Michael Solis,50.04,60.4,94.2,Bottom 80%
3626,C000913,Christian Vargas,50.03,60.4,94.2,Bottom 80%
